ride_id,train_name,origin_station,destination_station,departure_time_origin,day_of_week,hour_of_day,delay_at_dest
-1057492321374091038-2501261731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-26 18:46:00,6,18,5
-1057492321374091038-2501261731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-26 18:46:00,6,18,2
-1057492321374091038-2501261731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-26 18:57:00,6,18,2
-1057492321374091038-2501271731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-27 17:31:00,0,17,1
-1057492321374091038-2501271731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-27 17:31:00,0,17,3
-1057492321374091038-2501271731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-27 17:31:00,0,17,1
-1057492321374091038-2501271731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-27 18:46:00,0,18,3
-1057492321374091038-2501271731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-27 18:46:00,0,18,1
-1057492321374091038-2501271731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-27 18:57:00,0,18,1
-1057492321374091038-2501281731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-28 17:31:00,1,17,1
-1057492321374091038-2501281731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-28 17:31:00,1,17,2
-1057492321374091038-2501281731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-28 17:31:00,1,17,2
-1057492321374091038-2501281731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-28 18:46:00,1,18,2
-1057492321374091038-2501281731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-28 18:46:00,1,18,2
-1057492321374091038-2501281731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-28 18:57:00,1,18,2
-1057492321374091038-2501291731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-29 17:31:00,2,17,7
-1057492321374091038-2501291731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-29 17:31:00,2,17,9
-1057492321374091038-2501291731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-29 17:31:00,2,17,0
-1057492321374091038-2501291731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-29 18:46:00,2,18,9
-1057492321374091038-2501291731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-29 18:46:00,2,18,0
-1057492321374091038-2501291731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-29 18:57:00,2,18,0
-1057492321374091038-2501301731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-30 17:31:00,3,17,5
-1057492321374091038-2501301731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-30 17:31:00,3,17,5
-1057492321374091038-2501301731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-30 17:31:00,3,17,1
-1057492321374091038-2501301731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-30 18:46:00,3,18,5
-1057492321374091038-2501301731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-30 18:46:00,3,18,1
-1057492321374091038-2501301731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-30 18:57:00,3,18,1
-1057492321374091038-2501311731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-31 17:31:00,4,17,4
-1057492321374091038-2501311731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-31 17:31:00,4,17,3
-1057492321374091038-2501311731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-31 17:31:00,4,17,3
-1057492321374091038-2501311731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-31 18:46:00,4,18,3
-1057492321374091038-2501311731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-31 18:46:00,4,18,3
-1057492321374091038-2501311731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-31 18:57:00,4,18,3
-1057492321374091038-2502021731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-02 17:31:00,6,17,3
-1057492321374091038-2502021731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-02 17:31:00,6,17,3
-1057492321374091038-2502021731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-02 17:31:00,6,17,1
-1057492321374091038-2502021731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-02 18:46:00,6,18,3
-1057492321374091038-2502021731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-02 18:46:00,6,18,1
-1057492321374091038-2502021731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-02 18:57:00,6,18,1
-1057492321374091038-2502031731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-03 17:31:00,0,17,0
-1057492321374091038-2502031731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-03 17:31:00,0,17,0
-1057492321374091038-2502031731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-03 17:31:00,0,17,0
-1057492321374091038-2502031731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-03 18:46:00,0,18,0
-1057492321374091038-2502031731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-03 18:46:00,0,18,0
-1057492321374091038-2502031731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-03 18:57:00,0,18,0
-1057492321374091038-2502041731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-04 17:31:00,1,17,3
-1057492321374091038-2502041731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-04 17:31:00,1,17,7
-1057492321374091038-2502041731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-04 17:31:00,1,17,0
-1057492321374091038-2502041731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-04 18:46:00,1,18,7
-1057492321374091038-2502041731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-04 18:46:00,1,18,0
-1057492321374091038-2502041731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-04 18:57:00,1,18,0
-1057492321374091038-2502051731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-05 17:31:00,2,17,0
-1057492321374091038-2502051731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-05 17:31:00,2,17,2
-1057492321374091038-2502051731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-05 17:31:00,2,17,2
-1057492321374091038-2502051731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-05 18:46:00,2,18,2
-1057492321374091038-2502051731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-05 18:46:00,2,18,2
-1057492321374091038-2502051731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-05 18:57:00,2,18,2
-1057492321374091038-2502061731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-06 17:31:00,3,17,8
-1057492321374091038-2502061731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-06 17:31:00,3,17,10
-1057492321374091038-2502061731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-06 17:31:00,3,17,3
-1057492321374091038-2502061731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-06 18:46:00,3,18,10
-1057492321374091038-2502061731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-06 18:46:00,3,18,3
-1057492321374091038-2502061731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-06 18:57:00,3,18,3
-1057492321374091038-2502071731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-07 17:31:00,4,17,10
-1057492321374091038-2502071731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-07 17:31:00,4,17,14
-1057492321374091038-2502071731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-07 17:31:00,4,17,7
-1057492321374091038-2502071731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-07 18:46:00,4,18,14
-1057492321374091038-2502071731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-07 18:46:00,4,18,7
-1057492321374091038-2502071731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-07 18:57:00,4,18,7
-1057492321374091038-2502091731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-09 17:31:00,6,17,1
-1057492321374091038-2502091731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-09 17:31:00,6,17,1
-1057492321374091038-2502091731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-09 17:31:00,6,17,0
-1057492321374091038-2502091731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-09 18:46:00,6,18,1
-1057492321374091038-2502091731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-09 18:46:00,6,18,0
-1057492321374091038-2502091731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-09 18:57:00,6,18,0
-1057492321374091038-2502101731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-10 17:31:00,0,17,5
-1057492321374091038-2502101731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-10 17:31:00,0,17,10
-1057492321374091038-2502101731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-10 17:31:00,0,17,2
-1057492321374091038-2502101731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-10 18:46:00,0,18,10
-1057492321374091038-2502101731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-10 18:46:00,0,18,2
-1057492321374091038-2502101731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-10 18:57:00,0,18,2
-1057492321374091038-2502111731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-11 17:31:00,1,17,5
-1057492321374091038-2502111731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-11 17:31:00,1,17,10
-1057492321374091038-2502111731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-11 17:31:00,1,17,11
-1057492321374091038-2502111731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-11 18:46:00,1,18,10
-1057492321374091038-2502111731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-11 18:46:00,1,18,11
-1057492321374091038-2502111731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-11 18:57:00,1,18,11
-1057492321374091038-2502121731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-12 17:31:00,2,17,3
-1057492321374091038-2502121731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-12 17:31:00,2,17,3
-1057492321374091038-2502121731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-12 17:31:00,2,17,7
-1057492321374091038-2502121731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-12 18:46:00,2,18,3
-1057492321374091038-2502121731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-12 18:46:00,2,18,7
-1057492321374091038-2502121731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-12 18:57:00,2,18,7
-1057492321374091038-2502131731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-13 17:31:00,3,17,10
-1057492321374091038-2502131731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-13 17:31:00,3,17,10
-1057492321374091038-2502131731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-13 17:31:00,3,17,1
-1057492321374091038-2502131731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-13 18:46:00,3,18,10
-1057492321374091038-2502131731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-13 18:46:00,3,18,1
-1057492321374091038-2502131731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-13 18:57:00,3,18,1
-1057492321374091038-2502141731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-14 17:31:00,4,17,7
-1057492321374091038-2502141731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-14 17:31:00,4,17,14
-1057492321374091038-2502141731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-14 17:31:00,4,17,17
-1057492321374091038-2502141731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-14 18:46:00,4,18,14
-1057492321374091038-2502141731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-14 18:46:00,4,18,17
-1057492321374091038-2502141731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-14 18:57:00,4,18,17
-1057492321374091038-2502161731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-16 17:31:00,6,17,70
-1057492321374091038-2502161731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-16 17:31:00,6,17,70
-1057492321374091038-2502161731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-16 17:31:00,6,17,37
-1057492321374091038-2502161731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-16 18:46:00,6,18,70
-1057492321374091038-2502161731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-16 18:46:00,6,18,37
-1057492321374091038-2502161731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-16 18:57:00,6,18,37
-1057492321374091038-2502171731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-17 17:31:00,0,17,1
-1057492321374091038-2502171731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-17 17:31:00,0,17,1
-1057492321374091038-2502171731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-17 17:31:00,0,17,4
-1057492321374091038-2502171731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-17 18:46:00,0,18,1
-1057492321374091038-2502171731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-17 18:46:00,0,18,4
-1057492321374091038-2502171731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-17 18:57:00,0,18,4
-1057492321374091038-2502181731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-18 17:31:00,1,17,2
-1057492321374091038-2502181731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-18 17:31:00,1,17,2
-1057492321374091038-2502181731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-18 17:31:00,1,17,6
-1057492321374091038-2502181731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-18 18:46:00,1,18,2
-1057492321374091038-2502181731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-18 18:46:00,1,18,6
-1057492321374091038-2502181731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-18 18:57:00,1,18,6
-1057492321374091038-2502191731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-19 17:31:00,2,17,8
-1057492321374091038-2502191731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-19 17:31:00,2,17,10
-1057492321374091038-2502191731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-19 17:31:00,2,17,6
-1057492321374091038-2502191731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-19 18:46:00,2,18,10
-1057492321374091038-2502191731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-19 18:46:00,2,18,6
-1057492321374091038-2502191731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-19 18:57:00,2,18,6
-1057492321374091038-2502201731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-20 17:31:00,3,17,4
-1057492321374091038-2502201731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-20 17:31:00,3,17,10
-1057492321374091038-2502201731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-20 17:31:00,3,17,2
-1057492321374091038-2502201731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-20 18:46:00,3,18,10
-1057492321374091038-2502201731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-20 18:46:00,3,18,2
-1057492321374091038-2502201731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-20 18:57:00,3,18,2
-1057492321374091038-2502211731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-21 17:31:00,4,17,8
-1057492321374091038-2502211731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-21 17:31:00,4,17,12
-1057492321374091038-2502211731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-21 17:31:00,4,17,5
-1057492321374091038-2502211731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-21 18:46:00,4,18,12
-1057492321374091038-2502211731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-21 18:46:00,4,18,5
-1057492321374091038-2502211731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-21 18:57:00,4,18,5
-1057492321374091038-2502231728,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-23 17:28:00,6,17,1
-1057492321374091038-2502231728,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-23 17:28:00,6,17,-15
-1057492321374091038-2502231728,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-23 19:01:00,6,19,-15
-1057492321374091038-2502241731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-24 17:31:00,0,17,1
-1057492321374091038-2502241731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-24 17:31:00,0,17,2
-1057492321374091038-2502241731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-24 17:31:00,0,17,1
-1057492321374091038-2502241731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-24 18:46:00,0,18,2
-1057492321374091038-2502241731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-24 18:46:00,0,18,1
-1057492321374091038-2502241731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-24 18:57:00,0,18,1
-1057492321374091038-2502251731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-25 17:31:00,1,17,4
-1057492321374091038-2502251731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-25 17:31:00,1,17,6
-1057492321374091038-2502251731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-25 17:31:00,1,17,3
-1057492321374091038-2502251731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-25 18:46:00,1,18,6
-1057492321374091038-2502251731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-25 18:46:00,1,18,3
-1057492321374091038-2502251731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-25 18:57:00,1,18,3
-1057492321374091038-2502261731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-26 17:31:00,2,17,39
-1057492321374091038-2502261731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-26 17:31:00,2,17,43
-1057492321374091038-2502261731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-26 17:31:00,2,17,41
-1057492321374091038-2502261731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-26 18:46:00,2,18,43
-1057492321374091038-2502261731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-26 18:46:00,2,18,41
-1057492321374091038-2502261731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-26 18:57:00,2,18,41
-1057492321374091038-2502271731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-27 17:31:00,3,17,0
-1057492321374091038-2502271731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-27 17:31:00,3,17,2
-1057492321374091038-2502271731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-27 17:31:00,3,17,0
-1057492321374091038-2502271731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-27 18:46:00,3,18,2
-1057492321374091038-2502271731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-27 18:46:00,3,18,0
-1057492321374091038-2502271731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-27 18:57:00,3,18,0
-1057492321374091038-2502281731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-02-28 17:31:00,4,17,4
-1057492321374091038-2502281731,ICE 713,Köln Hbf,Mainz Hbf,2025-02-28 17:31:00,4,17,2
-1057492321374091038-2502281731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-02-28 17:31:00,4,17,4
-1057492321374091038-2502281731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-02-28 18:46:00,4,18,2
-1057492321374091038-2502281731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-02-28 18:46:00,4,18,4
-1057492321374091038-2502281731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-02-28 18:57:00,4,18,4
-1057492321374091038-2503021731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-02 17:31:00,6,17,4
-1057492321374091038-2503021731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-02 17:31:00,6,17,2
-1057492321374091038-2503021731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-02 17:31:00,6,17,1
-1057492321374091038-2503021731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-02 18:46:00,6,18,2
-1057492321374091038-2503021731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-02 18:46:00,6,18,1
-1057492321374091038-2503021731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-02 18:57:00,6,18,1
-1057492321374091038-2503031731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-03 17:31:00,0,17,11
-1057492321374091038-2503031731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-03 17:31:00,0,17,15
-1057492321374091038-2503031731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-03 17:31:00,0,17,5
-1057492321374091038-2503031731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-03 18:46:00,0,18,15
-1057492321374091038-2503031731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-03 18:46:00,0,18,5
-1057492321374091038-2503031731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-03 18:57:00,0,18,5
-1057492321374091038-2503041731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-04 17:31:00,1,17,4
-1057492321374091038-2503041731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-04 17:31:00,1,17,9
-1057492321374091038-2503041731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-04 17:31:00,1,17,1
-1057492321374091038-2503041731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-04 18:46:00,1,18,9
-1057492321374091038-2503041731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-04 18:46:00,1,18,1
-1057492321374091038-2503041731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-04 18:57:00,1,18,1
-1057492321374091038-2503051731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-05 17:31:00,2,17,8
-1057492321374091038-2503051731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-05 17:31:00,2,17,11
-1057492321374091038-2503051731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-05 17:31:00,2,17,5
-1057492321374091038-2503051731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-05 18:46:00,2,18,11
-1057492321374091038-2503051731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-05 18:46:00,2,18,5
-1057492321374091038-2503051731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-05 18:57:00,2,18,5
-1057492321374091038-2503061731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-06 17:31:00,3,17,8
-1057492321374091038-2503061731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-06 17:31:00,3,17,25
-1057492321374091038-2503061731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-06 17:31:00,3,17,12
-1057492321374091038-2503061731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-06 18:46:00,3,18,25
-1057492321374091038-2503061731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-06 18:46:00,3,18,12
-1057492321374091038-2503061731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-06 18:57:00,3,18,12
-1057492321374091038-2503071731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-07 17:31:00,4,17,4
-1057492321374091038-2503071731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-07 17:31:00,4,17,9
-1057492321374091038-2503071731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-07 17:31:00,4,17,10
-1057492321374091038-2503071731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-07 18:46:00,4,18,9
-1057492321374091038-2503071731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-07 18:46:00,4,18,10
-1057492321374091038-2503071731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-07 18:57:00,4,18,10
-1057492321374091038-2503091731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-09 17:31:00,6,17,2
-1057492321374091038-2503091731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-09 17:31:00,6,17,0
-1057492321374091038-2503091731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-09 17:31:00,6,17,15
-1057492321374091038-2503091731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-09 18:46:00,6,18,0
-1057492321374091038-2503091731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-09 18:46:00,6,18,15
-1057492321374091038-2503091731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-09 18:57:00,6,18,15
-1057492321374091038-2503101731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-10 17:31:00,0,17,3
-1057492321374091038-2503101731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-10 17:31:00,0,17,4
-1057492321374091038-2503101731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-10 17:31:00,0,17,3
-1057492321374091038-2503101731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-10 18:46:00,0,18,4
-1057492321374091038-2503101731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-10 18:46:00,0,18,3
-1057492321374091038-2503101731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-10 18:57:00,0,18,3
-1057492321374091038-2503111731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-03-11 17:31:00,1,17,6
-1057492321374091038-2503111731,ICE 713,Köln Hbf,Mainz Hbf,2025-03-11 17:31:00,1,17,9
-1057492321374091038-2503111731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-03-11 17:31:00,1,17,4
-1057492321374091038-2503111731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-03-11 18:46:00,1,18,9
-1057492321374091038-2503111731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-03-11 18:46:00,1,18,4
-1057492321374091038-2503111731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-03-11 18:57:00,1,18,4
