ride_id,train_name,station,destination_station,departure_time_origin,day_of_week,hour_of_day,delay_at_dest,time_hour,time,temp_celsius,humidity,wind_speed,weather,rain_amount,snow_amount
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-27 07:40:00,6,7,17,2025-04-27 07:00:00,2025-04-27 07:00:00,8.56,74.0,4.63,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-27 07:40:00,6,7,16,2025-04-27 07:00:00,2025-04-27 07:00:00,8.56,74.0,4.63,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-27 09:49:00,6,9,0,2025-04-27 09:00:00,2025-04-27 09:00:00,10.72,62.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-27 09:49:00,6,9,0,2025-04-27 09:00:00,2025-04-27 09:00:00,10.72,62.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-27 09:49:00,6,9,8,2025-04-27 09:00:00,2025-04-27 09:00:00,10.72,62.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-27 09:49:00,6,9,13,2025-04-27 09:00:00,2025-04-27 09:00:00,10.72,62.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-27 09:49:00,6,9,12,2025-04-27 09:00:00,2025-04-27 09:00:00,10.72,62.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-27 09:49:00,6,9,17,2025-04-27 09:00:00,2025-04-27 09:00:00,10.72,62.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-27 09:49:00,6,9,16,2025-04-27 09:00:00,2025-04-27 09:00:00,10.72,62.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-27 10:09:00,6,10,0,2025-04-27 10:00:00,2025-04-27 10:00:00,11.74,57.0,4.13,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-27 10:09:00,6,10,8,2025-04-27 10:00:00,2025-04-27 10:00:00,11.74,57.0,4.13,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-27 10:09:00,6,10,13,2025-04-27 10:00:00,2025-04-27 10:00:00,11.74,57.0,4.13,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-27 10:09:00,6,10,12,2025-04-27 10:00:00,2025-04-27 10:00:00,11.74,57.0,4.13,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Göttingen,Berlin Hbf,2025-04-27 10:09:00,6,10,17,2025-04-27 10:00:00,2025-04-27 10:00:00,11.74,57.0,4.13,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-27 10:09:00,6,10,16,2025-04-27 10:00:00,2025-04-27 10:00:00,11.74,57.0,4.13,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-27 10:37:00,6,10,8,2025-04-27 10:00:00,2025-04-27 10:00:00,12.38,55.0,3.95,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-27 10:37:00,6,10,13,2025-04-27 10:00:00,2025-04-27 10:00:00,12.38,55.0,3.95,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-27 10:37:00,6,10,12,2025-04-27 10:00:00,2025-04-27 10:00:00,12.38,55.0,3.95,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-27 10:37:00,6,10,17,2025-04-27 10:00:00,2025-04-27 10:00:00,12.38,55.0,3.95,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-27 10:37:00,6,10,16,2025-04-27 10:00:00,2025-04-27 10:00:00,12.38,55.0,3.95,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-27 11:03:00,6,11,13,2025-04-27 11:00:00,2025-04-27 11:00:00,12.97,52.0,5.66,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-27 11:03:00,6,11,12,2025-04-27 11:00:00,2025-04-27 11:00:00,12.97,52.0,5.66,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-27 11:03:00,6,11,17,2025-04-27 11:00:00,2025-04-27 11:00:00,12.97,52.0,5.66,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-27 11:03:00,6,11,16,2025-04-27 11:00:00,2025-04-27 11:00:00,12.97,52.0,5.66,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-27 11:20:00,6,11,12,2025-04-27 11:00:00,2025-04-27 11:00:00,13.67,53.0,4.58,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-27 11:20:00,6,11,17,2025-04-27 11:00:00,2025-04-27 11:00:00,13.67,53.0,4.58,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-27 11:20:00,6,11,16,2025-04-27 11:00:00,2025-04-27 11:00:00,13.67,53.0,4.58,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-27 12:24:00,6,12,17,2025-04-27 12:00:00,2025-04-27 12:00:00,14.26,47.0,4.01,few clouds,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-27 12:24:00,6,12,16,2025-04-27 12:00:00,2025-04-27 12:00:00,14.26,47.0,4.01,few clouds,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-27 12:37:00,6,12,16,2025-04-27 12:00:00,2025-04-27 12:00:00,14.26,47.0,4.01,few clouds,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-28 07:40:00,0,7,57,2025-04-28 07:00:00,2025-04-28 07:00:00,8.69,77.0,3.09,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-28 07:40:00,0,7,56,2025-04-28 07:00:00,2025-04-28 07:00:00,8.69,77.0,3.09,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-28 07:40:00,0,7,82,2025-04-28 07:00:00,2025-04-28 07:00:00,8.69,77.0,3.09,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-28 07:40:00,0,7,84,2025-04-28 07:00:00,2025-04-28 07:00:00,8.69,77.0,3.09,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-28 07:40:00,0,7,83,2025-04-28 07:00:00,2025-04-28 07:00:00,8.69,77.0,3.09,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-28 07:40:00,0,7,78,2025-04-28 07:00:00,2025-04-28 07:00:00,8.69,77.0,3.09,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-28 07:40:00,0,7,78,2025-04-28 07:00:00,2025-04-28 07:00:00,8.69,77.0,3.09,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-28 07:40:00,0,7,77,2025-04-28 07:00:00,2025-04-28 07:00:00,8.69,77.0,3.09,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-28 09:49:00,0,9,56,2025-04-28 09:00:00,2025-04-28 09:00:00,9.72,81.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-28 09:49:00,0,9,82,2025-04-28 09:00:00,2025-04-28 09:00:00,9.72,81.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-28 09:49:00,0,9,84,2025-04-28 09:00:00,2025-04-28 09:00:00,9.72,81.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-28 09:49:00,0,9,83,2025-04-28 09:00:00,2025-04-28 09:00:00,9.72,81.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-28 09:49:00,0,9,78,2025-04-28 09:00:00,2025-04-28 09:00:00,9.72,81.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-28 09:49:00,0,9,78,2025-04-28 09:00:00,2025-04-28 09:00:00,9.72,81.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-28 09:49:00,0,9,77,2025-04-28 09:00:00,2025-04-28 09:00:00,9.72,81.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-28 10:09:00,0,10,82,2025-04-28 10:00:00,2025-04-28 10:00:00,13.48,65.0,0.39,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-28 10:09:00,0,10,84,2025-04-28 10:00:00,2025-04-28 10:00:00,13.48,65.0,0.39,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-28 10:09:00,0,10,83,2025-04-28 10:00:00,2025-04-28 10:00:00,13.48,65.0,0.39,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-28 10:09:00,0,10,78,2025-04-28 10:00:00,2025-04-28 10:00:00,13.48,65.0,0.39,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Göttingen,Berlin Hbf,2025-04-28 10:09:00,0,10,78,2025-04-28 10:00:00,2025-04-28 10:00:00,13.48,65.0,0.39,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-28 10:09:00,0,10,77,2025-04-28 10:00:00,2025-04-28 10:00:00,13.48,65.0,0.39,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-28 10:37:00,0,10,84,2025-04-28 10:00:00,2025-04-28 10:00:00,16.6,41.0,0.14,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-28 10:37:00,0,10,83,2025-04-28 10:00:00,2025-04-28 10:00:00,16.6,41.0,0.14,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-28 10:37:00,0,10,78,2025-04-28 10:00:00,2025-04-28 10:00:00,16.6,41.0,0.14,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-28 10:37:00,0,10,78,2025-04-28 10:00:00,2025-04-28 10:00:00,16.6,41.0,0.14,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-28 10:37:00,0,10,77,2025-04-28 10:00:00,2025-04-28 10:00:00,16.6,41.0,0.14,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-28 11:03:00,0,11,83,2025-04-28 11:00:00,2025-04-28 11:00:00,16.8,41.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-28 11:03:00,0,11,78,2025-04-28 11:00:00,2025-04-28 11:00:00,16.8,41.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-28 11:03:00,0,11,78,2025-04-28 11:00:00,2025-04-28 11:00:00,16.8,41.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-28 11:03:00,0,11,77,2025-04-28 11:00:00,2025-04-28 11:00:00,16.8,41.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-28 11:20:00,0,11,78,2025-04-28 11:00:00,2025-04-28 11:00:00,17.71,41.0,1.28,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-28 11:20:00,0,11,78,2025-04-28 11:00:00,2025-04-28 11:00:00,17.71,41.0,1.28,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-28 11:20:00,0,11,77,2025-04-28 11:00:00,2025-04-28 11:00:00,17.71,41.0,1.28,clear sky,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-28 12:24:00,0,12,78,2025-04-28 12:00:00,2025-04-28 12:00:00,18.71,38.0,2.49,scattered clouds,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-28 12:24:00,0,12,77,2025-04-28 12:00:00,2025-04-28 12:00:00,18.71,38.0,2.49,scattered clouds,0.0,0.0
-1029224351861462659-2504280740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-28 12:37:00,0,12,77,2025-04-28 12:00:00,2025-04-28 12:00:00,18.71,38.0,2.49,scattered clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-29 07:40:00,1,7,1,2025-04-29 07:00:00,2025-04-29 07:00:00,10.27,70.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-29 07:40:00,1,7,0,2025-04-29 07:00:00,2025-04-29 07:00:00,10.27,70.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-29 07:40:00,1,7,0,2025-04-29 07:00:00,2025-04-29 07:00:00,10.27,70.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-29 07:40:00,1,7,0,2025-04-29 07:00:00,2025-04-29 07:00:00,10.27,70.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-29 07:40:00,1,7,3,2025-04-29 07:00:00,2025-04-29 07:00:00,10.27,70.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-29 07:40:00,1,7,68,2025-04-29 07:00:00,2025-04-29 07:00:00,10.27,70.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-29 07:40:00,1,7,68,2025-04-29 07:00:00,2025-04-29 07:00:00,10.27,70.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-29 07:40:00,1,7,67,2025-04-29 07:00:00,2025-04-29 07:00:00,10.27,70.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-29 09:49:00,1,9,0,2025-04-29 09:00:00,2025-04-29 09:00:00,10.72,76.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-29 09:49:00,1,9,0,2025-04-29 09:00:00,2025-04-29 09:00:00,10.72,76.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-29 09:49:00,1,9,0,2025-04-29 09:00:00,2025-04-29 09:00:00,10.72,76.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-29 09:49:00,1,9,3,2025-04-29 09:00:00,2025-04-29 09:00:00,10.72,76.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-29 09:49:00,1,9,68,2025-04-29 09:00:00,2025-04-29 09:00:00,10.72,76.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-29 09:49:00,1,9,68,2025-04-29 09:00:00,2025-04-29 09:00:00,10.72,76.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-29 09:49:00,1,9,67,2025-04-29 09:00:00,2025-04-29 09:00:00,10.72,76.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-29 10:09:00,1,10,0,2025-04-29 10:00:00,2025-04-29 10:00:00,15.84,64.0,1.53,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-29 10:09:00,1,10,0,2025-04-29 10:00:00,2025-04-29 10:00:00,15.84,64.0,1.53,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-29 10:09:00,1,10,3,2025-04-29 10:00:00,2025-04-29 10:00:00,15.84,64.0,1.53,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-29 10:09:00,1,10,68,2025-04-29 10:00:00,2025-04-29 10:00:00,15.84,64.0,1.53,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Göttingen,Berlin Hbf,2025-04-29 10:09:00,1,10,68,2025-04-29 10:00:00,2025-04-29 10:00:00,15.84,64.0,1.53,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-29 10:09:00,1,10,67,2025-04-29 10:00:00,2025-04-29 10:00:00,15.84,64.0,1.53,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-29 10:37:00,1,10,0,2025-04-29 10:00:00,2025-04-29 10:00:00,16.6,51.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-29 10:37:00,1,10,3,2025-04-29 10:00:00,2025-04-29 10:00:00,16.6,51.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-29 10:37:00,1,10,68,2025-04-29 10:00:00,2025-04-29 10:00:00,16.6,51.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-29 10:37:00,1,10,68,2025-04-29 10:00:00,2025-04-29 10:00:00,16.6,51.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-29 10:37:00,1,10,67,2025-04-29 10:00:00,2025-04-29 10:00:00,16.6,51.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-29 11:03:00,1,11,3,2025-04-29 11:00:00,2025-04-29 11:00:00,17.47,55.0,1.79,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-29 11:03:00,1,11,68,2025-04-29 11:00:00,2025-04-29 11:00:00,17.47,55.0,1.79,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-29 11:03:00,1,11,68,2025-04-29 11:00:00,2025-04-29 11:00:00,17.47,55.0,1.79,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-29 11:03:00,1,11,67,2025-04-29 11:00:00,2025-04-29 11:00:00,17.47,55.0,1.79,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-29 11:20:00,1,11,68,2025-04-29 11:00:00,2025-04-29 11:00:00,18.12,56.0,2.21,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-29 11:20:00,1,11,68,2025-04-29 11:00:00,2025-04-29 11:00:00,18.12,56.0,2.21,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-29 11:20:00,1,11,67,2025-04-29 11:00:00,2025-04-29 11:00:00,18.12,56.0,2.21,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-29 12:24:00,1,12,68,2025-04-29 12:00:00,2025-04-29 12:00:00,15.38,80.0,4.04,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-29 12:24:00,1,12,67,2025-04-29 12:00:00,2025-04-29 12:00:00,15.38,80.0,4.04,overcast clouds,0.0,0.0
-1029224351861462659-2504290740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-29 12:37:00,1,12,67,2025-04-29 12:00:00,2025-04-29 12:00:00,15.38,80.0,4.04,overcast clouds,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-30 07:40:00,2,7,12,2025-04-30 07:00:00,2025-04-30 07:00:00,11.9,77.0,2.68,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-30 07:40:00,2,7,11,2025-04-30 07:00:00,2025-04-30 07:00:00,11.9,77.0,2.68,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-30 07:40:00,2,7,9,2025-04-30 07:00:00,2025-04-30 07:00:00,11.9,77.0,2.68,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-30 07:40:00,2,7,7,2025-04-30 07:00:00,2025-04-30 07:00:00,11.9,77.0,2.68,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-30 07:40:00,2,7,5,2025-04-30 07:00:00,2025-04-30 07:00:00,11.9,77.0,2.68,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-30 07:40:00,2,7,0,2025-04-30 07:00:00,2025-04-30 07:00:00,11.9,77.0,2.68,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-30 07:40:00,2,7,0,2025-04-30 07:00:00,2025-04-30 07:00:00,11.9,77.0,2.68,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-30 07:40:00,2,7,2,2025-04-30 07:00:00,2025-04-30 07:00:00,11.9,77.0,2.68,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-30 09:49:00,2,9,11,2025-04-30 09:00:00,2025-04-30 09:00:00,12.72,87.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-30 09:49:00,2,9,9,2025-04-30 09:00:00,2025-04-30 09:00:00,12.72,87.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-30 09:49:00,2,9,7,2025-04-30 09:00:00,2025-04-30 09:00:00,12.72,87.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-30 09:49:00,2,9,5,2025-04-30 09:00:00,2025-04-30 09:00:00,12.72,87.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-30 09:49:00,2,9,0,2025-04-30 09:00:00,2025-04-30 09:00:00,12.72,87.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-30 09:49:00,2,9,0,2025-04-30 09:00:00,2025-04-30 09:00:00,12.72,87.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-30 09:49:00,2,9,2,2025-04-30 09:00:00,2025-04-30 09:00:00,12.72,87.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-30 10:09:00,2,10,9,2025-04-30 10:00:00,2025-04-30 10:00:00,17.26,73.0,0.83,scattered clouds,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-30 10:09:00,2,10,7,2025-04-30 10:00:00,2025-04-30 10:00:00,17.26,73.0,0.83,scattered clouds,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-30 10:09:00,2,10,5,2025-04-30 10:00:00,2025-04-30 10:00:00,17.26,73.0,0.83,scattered clouds,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-30 10:09:00,2,10,0,2025-04-30 10:00:00,2025-04-30 10:00:00,17.26,73.0,0.83,scattered clouds,0.0,0.0
-1029224351861462659-2504300740,ICE 2570,Göttingen,Berlin Hbf,2025-04-30 10:09:00,2,10,0,2025-04-30 10:00:00,2025-04-30 10:00:00,17.26,73.0,0.83,scattered clouds,0.0,0.0
